('jvx (framework)', 'browser game', {'weight': 0.6})
('server (computing)', 'command-line interface', {'weight': 0.6})
('server (computing)', 'application (computing)', {'weight': 0.6})
('server (computing)', 'widget engine', {'weight': 0.6})
('server (computing)', 'plug-in (computing)', {'weight': 0.6})
('server (computing)', 'media server', {'weight': 0.7})
('server (computing)', 'news ticker', {'weight': 0.6})
('server (computing)', 'wyswyg', {'weight': 0.6})
('server (computing)', 'home server', {'weight': 0.7})
('server (computing)', 'servers (computing)', {'weight': 0.5})
('server (computing)', '3d modeling', {'weight': 0.6})
('server (computing)', 'container (data structure)', {'weight': 0.6})
('server (computing)', 'abstract window toolkit', {'weight': 0.6})
('server (computing)', 'server hardware', {'weight': 0.5})
('server (computing)', 'web browser', {'weight': 0.6})
('server (computing)', 'embedded system', {'weight': 0.6})
('server (computing)', 'web page', {'weight': 0.6})
('server (computing)', 'program (computing)', {'weight': 0.6})
('server (computing)', 'application posture', {'weight': 0.6})
('server (computing)', 'mouse (computing)', {'weight': 0.6})
('web server', 'virtual hosting', {'weight': 0.7})
('web server', 'browser game', {'weight': 0.6})
('web server', 'code', {'weight': 0.6})
('web server', 'computing', {'weight': 0.6})
('web server', 'web service', {'weight': 0.7})
('web server', 'comparison of web server software', {'weight': 0.7})
('web server', 'application server', {'weight': 0.7})
('web server', 'linux', {'weight': 0.6})
('web server', 'wysiwyg', {'weight': 0.6})
('web server', 'check box', {'weight': 0.6})
('web server', 'bytecode', {'weight': 0.6})
('web server', 'java servlet', {'weight': 0.7})
('web server', 'internet explorer', {'weight': 0.6})
('web server', 'html element', {'weight': 0.6})
('web server', 'java (programming language)', {'weight': 0.6})
('web server', 'open platform', {'weight': 0.6})
('web server', 'java virtual machine', {'weight': 0.6})
('web server', 'http compression', {'weight': 0.7})
('web server', 'web proxy', {'weight': 0.7})
('web server', 'sapi', {'weight': 0.7})
('web server', 'asp.net', {'weight': 0.7})
('web server', 'citeseer', {'weight': 0.6})
('web server', 'unix', {'weight': 0.6})
('web server', 'swf', {'weight': 0.6})
('web server', 'html', {'weight': 0.6})
('web server', 'button (computing)', {'weight': 0.6})
('web server', 'maidsafe', {'weight': 0.7})
('web server', 'mac os', {'weight': 0.6})
('web server', 'bookmarklet', {'weight': 0.6})
('web server', 'microsoft windows', {'weight': 0.6})
('web server', 'web development', {'weight': 0.5})
('web server', 'java applet', {'weight': 0.6})
('web server', 'cgi', {'weight': 0.7})
('web server', 'asp', {'weight': 0.7})
('web server', 'open source web application', {'weight': 0.7})
('web server', 'scgi', {'weight': 0.7})
('web server', 'cortado (software)', {'weight': 0.6})
('web server', 'windows media player', {'weight': 0.6})
('web server', 'quicktime', {'weight': 0.6})
('web server', 'command-line interface', {'weight': 0.6})
('web server', 'website management', {'weight': 0.5})
('web server', 'javaserver pages', {'weight': 0.7})
('web server', 'application (computing)', {'weight': 0.6})
('web server', 'ssi', {'weight': 0.7})
('web server', 'variant object', {'weight': 0.7})
('web server', 'widget engine', {'weight': 0.6})
('web server', 'plug-in (computing)', {'weight': 0.6})
('web server', 'news ticker', {'weight': 0.6})
('web server', 'php', {'weight': 0.7})
('web server', 'wyswyg', {'weight': 0.6})
('web server', 'web hosting service', {'weight': 0.7})
('web server', 'servers (computing)', {'weight': 0.5})
('web server', '3d modeling', {'weight': 0.6})
('web server', 'container (data structure)', {'weight': 0.6})
('web server', 'abstract window toolkit', {'weight': 0.6})
('web server', 'web browser', {'weight': 0.6})
('web server', 'fastcgi', {'weight': 0.7})
('web server', 'web server software', {'weight': 0.5})
('web server', 'embedded system', {'weight': 0.6})
('web server', 'web page', {'weight': 0.6})
('web server', 'program (computing)', {'weight': 0.6})
('web server', 'application posture', {'weight': 0.6})
('web server', 'mouse (computing)', {'weight': 0.6})
('wyswyg', 'browser game', {'weight': 0.6})
('wyswyg', 'code', {'weight': 0.6})
('wyswyg', 'computing', {'weight': 0.6})
('wyswyg', 'linux', {'weight': 0.6})
('wyswyg', 'wysiwyg', {'weight': 0.6})
('wyswyg', 'check box', {'weight': 0.6})
('wyswyg', 'bytecode', {'weight': 0.6})
('wyswyg', 'java servlet', {'weight': 0.6})
('wyswyg', 'internet explorer', {'weight': 0.6})
('wyswyg', 'html element', {'weight': 0.6})
('wyswyg', 'java (programming language)', {'weight': 0.6})
('wyswyg', 'open platform', {'weight': 0.6})
('wyswyg', 'java virtual machine', {'weight': 0.6})
('wyswyg', 'citeseer', {'weight': 0.6})
('wyswyg', 'unix', {'weight': 0.6})
('wyswyg', 'swf', {'weight': 0.6})
('wyswyg', 'html', {'weight': 0.6})
('wyswyg', 'button (computing)', {'weight': 0.6})
('wyswyg', 'mac os', {'weight': 0.6})
('wyswyg', 'bookmarklet', {'weight': 0.6})
('wyswyg', 'microsoft windows', {'weight': 0.6})
('wyswyg', 'java applet', {'weight': 0.6})
('wyswyg', 'cortado (software)', {'weight': 0.6})
('wyswyg', 'windows media player', {'weight': 0.6})
('wyswyg', 'quicktime', {'weight': 0.6})
('wyswyg', 'command-line interface', {'weight': 0.6})
('wyswyg', 'application (computing)', {'weight': 0.6})
('wyswyg', 'widget engine', {'weight': 0.6})
('wyswyg', 'plug-in (computing)', {'weight': 0.6})
('wyswyg', 'news ticker', {'weight': 0.6})
('wyswyg', 'wyswyg', {'weight': 1})
('wyswyg', '3d modeling', {'weight': 0.6})
('wyswyg', 'container (data structure)', {'weight': 0.6})
('wyswyg', 'abstract window toolkit', {'weight': 0.6})
('wyswyg', 'web browser', {'weight': 0.6})
('wyswyg', 'embedded system', {'weight': 0.6})
('wyswyg', 'web page', {'weight': 0.6})
('wyswyg', 'program (computing)', {'weight': 0.6})
('wyswyg', 'application posture', {'weight': 0.6})
('wyswyg', 'mouse (computing)', {'weight': 0.6})
('apache flex', 'browser game', {'weight': 0.6})
('apache flex', 'code', {'weight': 0.6})
('apache flex', 'computing', {'weight': 0.6})
('apache flex', 'linux', {'weight': 0.6})
('apache flex', 'wysiwyg', {'weight': 0.6})
('apache flex', 'check box', {'weight': 0.6})
('apache flex', 'bytecode', {'weight': 0.6})
('apache flex', 'java servlet', {'weight': 0.6})
('apache flex', 'internet explorer', {'weight': 0.6})
('apache flex', 'html element', {'weight': 0.6})
('apache flex', 'java (programming language)', {'weight': 0.6})
('apache flex', 'open platform', {'weight': 0.6})
('apache flex', 'java virtual machine', {'weight': 0.6})
('apache flex', 'citeseer', {'weight': 0.6})
('apache flex', 'unix', {'weight': 0.6})
('apache flex', 'swf', {'weight': 0.6})
('apache flex', 'html', {'weight': 0.6})
('apache flex', 'button (computing)', {'weight': 0.6})
('apache flex', 'mac os', {'weight': 0.6})
('apache flex', 'bookmarklet', {'weight': 0.6})
('apache flex', 'microsoft windows', {'weight': 0.6})
('apache flex', 'java applet', {'weight': 0.6})
('apache flex', 'cortado (software)', {'weight': 0.6})
('apache flex', 'windows media player', {'weight': 0.6})
('apache flex', 'quicktime', {'weight': 0.6})
('apache flex', 'command-line interface', {'weight': 0.6})
('apache flex', 'application (computing)', {'weight': 0.6})
('apache flex', 'widget engine', {'weight': 0.6})
('apache flex', 'plug-in (computing)', {'weight': 0.6})
('apache flex', 'news ticker', {'weight': 0.6})
('apache flex', 'wyswyg', {'weight': 0.6})
('apache flex', '3d modeling', {'weight': 0.6})
('apache flex', 'container (data structure)', {'weight': 0.6})
('apache flex', 'abstract window toolkit', {'weight': 0.6})
('apache flex', 'web browser', {'weight': 0.6})
('apache flex', 'embedded system', {'weight': 0.6})
('apache flex', 'web page', {'weight': 0.6})
('apache flex', 'program (computing)', {'weight': 0.6})
('apache flex', 'application posture', {'weight': 0.6})
('apache flex', 'mouse (computing)', {'weight': 0.6})
('javaserver pages', 'browser game', {'weight': 0.6})
('javaserver pages', 'code', {'weight': 0.6})
('javaserver pages', 'java portal', {'weight': 0.7})
('javaserver pages', 'computing', {'weight': 0.6})
('javaserver pages', 'linux', {'weight': 0.6})
('javaserver pages', 'oracle iplanet web server', {'weight': 0.7})
('javaserver pages', 'wysiwyg', {'weight': 0.6})
('javaserver pages', 'java specification requests', {'weight': 0.5})
('javaserver pages', 'check box', {'weight': 0.6})
('javaserver pages', 'bytecode', {'weight': 0.6})
('javaserver pages', 'java servlet', {'weight': 0.6})
('javaserver pages', 'internet explorer', {'weight': 0.6})
('javaserver pages', 'html element', {'weight': 0.6})
('javaserver pages', 'java (programming language)', {'weight': 0.6})
('javaserver pages', 'open platform', {'weight': 0.6})
('javaserver pages', 'java virtual machine', {'weight': 0.6})
('javaserver pages', 'citeseer', {'weight': 0.6})
('javaserver pages', 'unix', {'weight': 0.6})
('javaserver pages', 'swf', {'weight': 0.6})
('javaserver pages', 'html', {'weight': 0.6})
('javaserver pages', 'button (computing)', {'weight': 0.6})
('javaserver pages', 'mac os', {'weight': 0.6})
('javaserver pages', 'bookmarklet', {'weight': 0.6})
('javaserver pages', 'microsoft windows', {'weight': 0.6})
('javaserver pages', 'glassfish', {'weight': 0.7})
('javaserver pages', 'java applet', {'weight': 0.6})
('javaserver pages', 'apache tomcat', {'weight': 0.7})
('javaserver pages', 'jhtml', {'weight': 0.7})
('javaserver pages', 'cortado (software)', {'weight': 0.6})
('javaserver pages', 'adobe coldfusion', {'weight': 0.7})
('javaserver pages', 'windows media player', {'weight': 0.6})
('javaserver pages', 'quicktime', {'weight': 0.6})
('javaserver pages', 'websphere application server', {'weight': 0.7})
('javaserver pages', 'command-line interface', {'weight': 0.6})
('javaserver pages', 'jetty (web server)', {'weight': 0.7})
('javaserver pages', 'template engines', {'weight': 0.5})
('javaserver pages', 'el expressions', {'weight': 0.7})
('javaserver pages', 'javaserver pages standard tag library (jstl)', {'weight': 0.7})
('javaserver pages', 'application (computing)', {'weight': 0.6})
('javaserver pages', 'widget engine', {'weight': 0.6})
('javaserver pages', 'plug-in (computing)', {'weight': 0.6})
('javaserver pages', 'news ticker', {'weight': 0.6})
('javaserver pages', 'wyswyg', {'weight': 0.6})
('javaserver pages', 'javaserver faces', {'weight': 0.7})
('javaserver pages', 'freemarker', {'weight': 0.7})
('javaserver pages', 'java ee version history', {'weight': 0.7})
('javaserver pages', '3d modeling', {'weight': 0.6})
('javaserver pages', 'container (data structure)', {'weight': 0.6})
('javaserver pages', 'abstract window toolkit', {'weight': 0.6})
('javaserver pages', 'apache velocity', {'weight': 0.7})
('javaserver pages', 'thymeleaf', {'weight': 0.7})
('javaserver pages', 'web browser', {'weight': 0.6})
('javaserver pages', 'embedded system', {'weight': 0.6})
('javaserver pages', 'web page', {'weight': 0.6})
('javaserver pages', 'program (computing)', {'weight': 0.6})
('javaserver pages', 'application posture', {'weight': 0.6})
('javaserver pages', 'java enterprise platform', {'weight': 0.5})
('javaserver pages', 'mouse (computing)', {'weight': 0.6})
('microsoft silverlight', 'browser game', {'weight': 0.6})
('microsoft silverlight', 'code', {'weight': 0.6})
('microsoft silverlight', 'computing', {'weight': 0.6})
('microsoft silverlight', 'linux', {'weight': 0.6})
('microsoft silverlight', 'wysiwyg', {'weight': 0.6})
('microsoft silverlight', 'check box', {'weight': 0.6})
('microsoft silverlight', 'bytecode', {'weight': 0.6})
('microsoft silverlight', 'java servlet', {'weight': 0.6})
('microsoft silverlight', 'internet explorer', {'weight': 0.6})
('microsoft silverlight', 'html element', {'weight': 0.6})
('microsoft silverlight', 'java (programming language)', {'weight': 0.6})
('microsoft silverlight', 'open platform', {'weight': 0.6})
('microsoft silverlight', 'java virtual machine', {'weight': 0.6})
('microsoft silverlight', 'citeseer', {'weight': 0.6})
('microsoft silverlight', 'unix', {'weight': 0.6})
('microsoft silverlight', 'swf', {'weight': 0.6})
('microsoft silverlight', 'html', {'weight': 0.6})
('microsoft silverlight', 'button (computing)', {'weight': 0.6})
('microsoft silverlight', 'mac os', {'weight': 0.6})
('microsoft silverlight', 'bookmarklet', {'weight': 0.6})
('microsoft silverlight', 'microsoft windows', {'weight': 0.6})
('microsoft silverlight', 'java applet', {'weight': 0.6})
('microsoft silverlight', 'cortado (software)', {'weight': 0.6})
('microsoft silverlight', 'windows media player', {'weight': 0.6})
('microsoft silverlight', 'quicktime', {'weight': 0.6})
('microsoft silverlight', 'command-line interface', {'weight': 0.6})
('microsoft silverlight', 'application (computing)', {'weight': 0.6})
('microsoft silverlight', 'widget engine', {'weight': 0.6})
('microsoft silverlight', 'plug-in (computing)', {'weight': 0.6})
('microsoft silverlight', 'news ticker', {'weight': 0.6})
('microsoft silverlight', 'wyswyg', {'weight': 0.6})
('microsoft silverlight', '3d modeling', {'weight': 0.6})
('microsoft silverlight', 'container (data structure)', {'weight': 0.6})
('microsoft silverlight', 'abstract window toolkit', {'weight': 0.6})
('microsoft silverlight', 'web browser', {'weight': 0.6})
('microsoft silverlight', 'embedded system', {'weight': 0.6})
('microsoft silverlight', 'web page', {'weight': 0.6})
('microsoft silverlight', 'program (computing)', {'weight': 0.6})
('microsoft silverlight', 'application posture', {'weight': 0.6})
('microsoft silverlight', 'mouse (computing)', {'weight': 0.6})
('java native interface', 'browser game', {'weight': 0.6})
('java native interface', 'code', {'weight': 0.6})
('java native interface', 'computing', {'weight': 0.6})
('java native interface', 'gluegen', {'weight': 0.7})
('java native interface', 'linux', {'weight': 0.6})
('java native interface', 'wysiwyg', {'weight': 0.6})
('java native interface', 'check box', {'weight': 0.6})
('java native interface', 'bytecode', {'weight': 0.6})
('java native interface', 'java servlet', {'weight': 0.6})
('java native interface', 'internet explorer', {'weight': 0.6})
('java native interface', 'html element', {'weight': 0.6})
('java native interface', 'java (programming language)', {'weight': 0.6})
('java native interface', 'open platform', {'weight': 0.6})
('java native interface', 'java virtual machine', {'weight': 0.6})
('java native interface', 'p/invoke', {'weight': 0.7})
('java native interface', 'swig', {'weight': 0.7})
('java native interface', 'citeseer', {'weight': 0.6})
('java native interface', 'unix', {'weight': 0.6})
('java native interface', 'java native access', {'weight': 0.7})
('java native interface', 'swf', {'weight': 0.6})
('java native interface', 'html', {'weight': 0.6})
('java native interface', 'button (computing)', {'weight': 0.6})
('java native interface', 'mac os', {'weight': 0.6})
('java native interface', 'bookmarklet', {'weight': 0.6})
('java native interface', 'microsoft windows', {'weight': 0.6})
('java native interface', 'java applet', {'weight': 0.6})
('java native interface', 'cortado (software)', {'weight': 0.6})
('java native interface', 'windows media player', {'weight': 0.6})
('java native interface', 'quicktime', {'weight': 0.6})
('java native interface', 'command-line interface', {'weight': 0.6})
('java native interface', 'application (computing)', {'weight': 0.6})
('java native interface', 'widget engine', {'weight': 0.6})
('java native interface', 'plug-in (computing)', {'weight': 0.6})
('java native interface', 'news ticker', {'weight': 0.6})
('java native interface', 'wyswyg', {'weight': 0.6})
('java native interface', 'java awt native interface', {'weight': 0.7})
('java native interface', '3d modeling', {'weight': 0.6})
('java native interface', 'container (data structure)', {'weight': 0.6})
('java native interface', 'abstract window toolkit', {'weight': 0.6})
('java native interface', 'java platform', {'weight': 0.5})
('java native interface', 'web browser', {'weight': 0.6})
('java native interface', 'embedded system', {'weight': 0.6})
('java native interface', 'web page', {'weight': 0.6})
('java native interface', 'program (computing)', {'weight': 0.6})
('java native interface', 'application posture', {'weight': 0.6})
('java native interface', 'mouse (computing)', {'weight': 0.6})
('apache harmony', 'browser game', {'weight': 0.6})
('apache harmony', 'code', {'weight': 0.6})
('apache harmony', 'computing', {'weight': 0.6})
('apache harmony', 'linux', {'weight': 0.6})
('apache harmony', 'wysiwyg', {'weight': 0.6})
('apache harmony', 'check box', {'weight': 0.6})
('apache harmony', 'bytecode', {'weight': 0.6})
('apache harmony', 'java servlet', {'weight': 0.6})
('apache harmony', 'internet explorer', {'weight': 0.6})
('apache harmony', 'html element', {'weight': 0.6})
('apache harmony', 'java (programming language)', {'weight': 0.6})
('apache harmony', 'open platform', {'weight': 0.6})
('apache harmony', 'java virtual machine', {'weight': 0.6})
('apache harmony', 'citeseer', {'weight': 0.6})
('apache harmony', 'unix', {'weight': 0.6})
('apache harmony', 'swf', {'weight': 0.6})
('apache harmony', 'html', {'weight': 0.6})
('apache harmony', 'button (computing)', {'weight': 0.6})
('apache harmony', 'mac os', {'weight': 0.6})
('apache harmony', 'bookmarklet', {'weight': 0.6})
('apache harmony', 'microsoft windows', {'weight': 0.6})
('apache harmony', 'java applet', {'weight': 0.6})
('apache harmony', 'cortado (software)', {'weight': 0.6})
('apache harmony', 'windows media player', {'weight': 0.6})
('apache harmony', 'quicktime', {'weight': 0.6})
('apache harmony', 'command-line interface', {'weight': 0.6})
('apache harmony', 'application (computing)', {'weight': 0.6})
('apache harmony', 'widget engine', {'weight': 0.6})
('apache harmony', 'plug-in (computing)', {'weight': 0.6})
('apache harmony', 'news ticker', {'weight': 0.6})
('apache harmony', 'wyswyg', {'weight': 0.6})
('apache harmony', '3d modeling', {'weight': 0.6})
('apache harmony', 'container (data structure)', {'weight': 0.6})
('apache harmony', 'abstract window toolkit', {'weight': 0.6})
('apache harmony', 'web browser', {'weight': 0.6})
('apache harmony', 'embedded system', {'weight': 0.6})
('apache harmony', 'web page', {'weight': 0.6})
('apache harmony', 'program (computing)', {'weight': 0.6})
('apache harmony', 'application posture', {'weight': 0.6})
('apache harmony', 'mouse (computing)', {'weight': 0.6})
('appletviewer', 'browser game', {'weight': 0.6})
('appletviewer', 'code', {'weight': 0.6})
('appletviewer', 'computing', {'weight': 0.6})
('appletviewer', 'linux', {'weight': 0.6})
('appletviewer', 'wysiwyg', {'weight': 0.6})
('appletviewer', 'check box', {'weight': 0.6})
('appletviewer', 'bytecode', {'weight': 0.6})
('appletviewer', 'java servlet', {'weight': 0.6})
('appletviewer', 'internet explorer', {'weight': 0.6})
('appletviewer', 'html element', {'weight': 0.6})
('appletviewer', 'java (programming language)', {'weight': 0.6})
('appletviewer', 'open platform', {'weight': 0.6})
('appletviewer', 'java virtual machine', {'weight': 0.6})
('appletviewer', 'citeseer', {'weight': 0.6})
('appletviewer', 'unix', {'weight': 0.6})
('appletviewer', 'swf', {'weight': 0.6})
('appletviewer', 'html', {'weight': 0.6})
('appletviewer', 'button (computing)', {'weight': 0.6})
('appletviewer', 'mac os', {'weight': 0.6})
('appletviewer', 'bookmarklet', {'weight': 0.6})
('appletviewer', 'microsoft windows', {'weight': 0.6})
('appletviewer', 'java applet', {'weight': 0.6})
('appletviewer', 'cortado (software)', {'weight': 0.6})
('appletviewer', 'windows media player', {'weight': 0.6})
('appletviewer', 'quicktime', {'weight': 0.6})
('appletviewer', 'command-line interface', {'weight': 0.6})
('appletviewer', 'application (computing)', {'weight': 0.6})
('appletviewer', 'widget engine', {'weight': 0.6})
('appletviewer', 'plug-in (computing)', {'weight': 0.6})
('appletviewer', 'news ticker', {'weight': 0.6})
('appletviewer', 'wyswyg', {'weight': 0.6})
('appletviewer', 'computer programming tool stubs', {'weight': 0.5})
('appletviewer', '3d modeling', {'weight': 0.6})
('appletviewer', 'java platform software', {'weight': 0.5})
('appletviewer', 'container (data structure)', {'weight': 0.6})
('appletviewer', 'abstract window toolkit', {'weight': 0.6})
('appletviewer', 'web browser', {'weight': 0.6})
('appletviewer', 'embedded system', {'weight': 0.6})
('appletviewer', 'web page', {'weight': 0.6})
('appletviewer', 'program (computing)', {'weight': 0.6})
('appletviewer', 'application posture', {'weight': 0.6})
('appletviewer', 'mouse (computing)', {'weight': 0.6})
('hardware acceleration', 'browser game', {'weight': 0.6})
('hardware acceleration', 'code', {'weight': 0.6})
('hardware acceleration', 'computing', {'weight': 0.6})
('hardware acceleration', 'linux', {'weight': 0.6})
('hardware acceleration', 'wysiwyg', {'weight': 0.6})
('hardware acceleration', 'check box', {'weight': 0.6})
('hardware acceleration', 'bytecode', {'weight': 0.6})
('hardware acceleration', 'java servlet', {'weight': 0.6})
('hardware acceleration', 'internet explorer', {'weight': 0.6})
('hardware acceleration', 'html element', {'weight': 0.6})
('hardware acceleration', 'java (programming language)', {'weight': 0.6})
('hardware acceleration', 'open platform', {'weight': 0.6})
('hardware acceleration', 'java virtual machine', {'weight': 0.6})
('hardware acceleration', 'citeseer', {'weight': 0.6})
('hardware acceleration', 'unix', {'weight': 0.6})
('hardware acceleration', 'gate arrays', {'weight': 0.5})
('hardware acceleration', 'swf', {'weight': 0.6})
('hardware acceleration', 'html', {'weight': 0.6})
('hardware acceleration', 'button (computing)', {'weight': 0.6})
('hardware acceleration', 'mac os', {'weight': 0.6})
('hardware acceleration', 'bookmarklet', {'weight': 0.6})
('hardware acceleration', 'microsoft windows', {'weight': 0.6})
('hardware acceleration', 'java applet', {'weight': 0.6})
('hardware acceleration', 'central processing unit', {'weight': 0.5})
('hardware acceleration', 'cortado (software)', {'weight': 0.6})
('hardware acceleration', 'windows media player', {'weight': 0.6})
('hardware acceleration', 'quicktime', {'weight': 0.6})
('hardware acceleration', 'graphics hardware', {'weight': 0.5})
('hardware acceleration', 'command-line interface', {'weight': 0.6})
('hardware acceleration', 'application (computing)', {'weight': 0.6})
('hardware acceleration', 'widget engine', {'weight': 0.6})
('hardware acceleration', 'plug-in (computing)', {'weight': 0.6})
('hardware acceleration', 'news ticker', {'weight': 0.6})
('hardware acceleration', 'wyswyg', {'weight': 0.6})
('hardware acceleration', '3d modeling', {'weight': 0.6})
('hardware acceleration', 'container (data structure)', {'weight': 0.6})
('hardware acceleration', 'abstract window toolkit', {'weight': 0.6})
('hardware acceleration', 'web browser', {'weight': 0.6})
('hardware acceleration', 'embedded system', {'weight': 0.6})
('hardware acceleration', 'web page', {'weight': 0.6})
('hardware acceleration', 'program (computing)', {'weight': 0.6})
('hardware acceleration', 'application posture', {'weight': 0.6})
('hardware acceleration', 'mouse (computing)', {'weight': 0.6})
('process (computing)', 'browser game', {'weight': 0.6})
('process (computing)', 'code', {'weight': 0.6})
('process (computing)', 'computing', {'weight': 0.6})
('process (computing)', 'linux', {'weight': 0.6})
('process (computing)', 'wysiwyg', {'weight': 0.6})
('process (computing)', 'operating system technology', {'weight': 0.5})
('process (computing)', 'check box', {'weight': 0.6})
('process (computing)', 'orphan process', {'weight': 0.7})
('process (computing)', 'bytecode', {'weight': 0.6})
('process (computing)', 'java servlet', {'weight': 0.6})
('process (computing)', 'internet explorer', {'weight': 0.6})
('process (computing)', 'html element', {'weight': 0.6})
('process (computing)', 'process (computing)', {'weight': 1})
('process (computing)', 'open platform', {'weight': 0.6})
('process (computing)', 'java virtual machine', {'weight': 0.6})
('process (computing)', 'java (programming language)', {'weight': 0.6})
('process (computing)', 'citeseer', {'weight': 0.6})
('process (computing)', 'unix', {'weight': 0.6})
('process (computing)', 'child process', {'weight': 0.7})
('process (computing)', 'swf', {'weight': 0.6})
('process (computing)', 'concurrent computing', {'weight': 0.5})
('process (computing)', 'html', {'weight': 0.6})
('process (computing)', 'exit', {'weight': 0.7})
('process (computing)', 'button (computing)', {'weight': 0.6})
('process (computing)', 'mac os', {'weight': 0.6})
('process (computing)', 'bookmarklet', {'weight': 0.6})
('process (computing)', 'microsoft windows', {'weight': 0.6})
('process (computing)', 'java applet', {'weight': 0.6})
('process (computing)', 'fork', {'weight': 0.7})
('process (computing)', 'cortado (software)', {'weight': 0.6})
('process (computing)', 'windows media player', {'weight': 0.6})
('process (computing)', 'quicktime', {'weight': 0.6})
('process (computing)', 'command-line interface', {'weight': 0.6})
('process (computing)', 'application (computing)', {'weight': 0.6})
('process (computing)', 'widget engine', {'weight': 0.6})
('process (computing)', 'plug-in (computing)', {'weight': 0.6})
('process (computing)', 'news ticker', {'weight': 0.6})
('process (computing)', 'wyswyg', {'weight': 0.6})
('process (computing)', 'wait', {'weight': 0.7})
('process (computing)', 'parent process', {'weight': 0.7})
('process (computing)', 'process group', {'weight': 0.7})
('process (computing)', 'zombie process', {'weight': 0.7})
('process (computing)', '3d modeling', {'weight': 0.6})
('process (computing)', 'container (data structure)', {'weight': 0.6})
('process (computing)', 'abstract window toolkit', {'weight': 0.6})
('process (computing)', 'light-weight process', {'weight': 0.7})
('process (computing)', 'web browser', {'weight': 0.6})
('process (computing)', 'embedded system', {'weight': 0.6})
('process (computing)', 'web page', {'weight': 0.6})
('process (computing)', 'program (computing)', {'weight': 0.6})
('process (computing)', 'application posture', {'weight': 0.6})
('process (computing)', 'mouse (computing)', {'weight': 0.6})
('qt quick', 'browser game', {'weight': 0.6})
('qt quick', 'code', {'weight': 0.6})
('qt quick', 'computing', {'weight': 0.6})
('qt quick', 'linux', {'weight': 0.6})
('qt quick', 'wysiwyg', {'weight': 0.6})
('qt quick', 'check box', {'weight': 0.6})
('qt quick', 'bytecode', {'weight': 0.6})
('qt quick', 'java servlet', {'weight': 0.6})
('qt quick', 'internet explorer', {'weight': 0.6})
('qt quick', 'html element', {'weight': 0.6})
('qt quick', 'java (programming language)', {'weight': 0.6})
('qt quick', 'open platform', {'weight': 0.6})
('qt quick', 'java virtual machine', {'weight': 0.6})
('qt quick', 'citeseer', {'weight': 0.6})
('qt quick', 'unix', {'weight': 0.6})
('qt quick', 'swf', {'weight': 0.6})
('qt quick', 'html', {'weight': 0.6})
('qt quick', 'button (computing)', {'weight': 0.6})
('qt quick', 'mac os', {'weight': 0.6})
('qt quick', 'bookmarklet', {'weight': 0.6})
('qt quick', 'microsoft windows', {'weight': 0.6})
('qt quick', 'java applet', {'weight': 0.6})
('qt quick', 'cortado (software)', {'weight': 0.6})
('qt quick', 'windows media player', {'weight': 0.6})
('qt quick', 'quicktime', {'weight': 0.6})
('qt quick', 'command-line interface', {'weight': 0.6})
('qt quick', 'application (computing)', {'weight': 0.6})
('qt quick', 'widget engine', {'weight': 0.6})
('qt quick', 'plug-in (computing)', {'weight': 0.6})
('qt quick', 'news ticker', {'weight': 0.6})
('qt quick', 'wyswyg', {'weight': 0.6})
('qt quick', '3d modeling', {'weight': 0.6})
('qt quick', 'container (data structure)', {'weight': 0.6})
('qt quick', 'abstract window toolkit', {'weight': 0.6})
('qt quick', 'web browser', {'weight': 0.6})
('qt quick', 'embedded system', {'weight': 0.6})
('qt quick', 'web page', {'weight': 0.6})
('qt quick', 'program (computing)', {'weight': 0.6})
('qt quick', 'application posture', {'weight': 0.6})
('qt quick', 'mouse (computing)', {'weight': 0.6})
('jython', 'browser game', {'weight': 0.6})
('jython', 'code', {'weight': 0.6})
('jython', 'the grinder', {'weight': 0.7})
('jython', 'computing', {'weight': 0.6})
('jython', 'ironpython', {'weight': 0.7})
('jython', 'linux', {'weight': 0.6})
('jython', 'wlst', {'weight': 0.7})
('jython', 'python', {'weight': 0.7})
('jython', 'wysiwyg', {'weight': 0.6})
('jython', 'check box', {'weight': 0.6})
('jython', 'bytecode', {'weight': 0.6})
('jython', 'java servlet', {'weight': 0.6})
('jython', 'internet explorer', {'weight': 0.6})
('jython', 'html element', {'weight': 0.6})
('jython', 'java (programming language)', {'weight': 0.6})
('jython', 'open platform', {'weight': 0.6})
('jython', 'jvm programming languages', {'weight': 0.5})
('jython', 'ibm websphere application server', {'weight': 0.7})
('jython', 'citeseer', {'weight': 0.6})
('jython', 'unix', {'weight': 0.6})
('jython', 'zk', {'weight': 0.7})
('jython', 'swf', {'weight': 0.6})
('jython', 'pypy', {'weight': 0.7})
('jython', 'python implementations', {'weight': 0.5})
('jython', 'html', {'weight': 0.6})
('jython', 'button (computing)', {'weight': 0.6})
('jython', 'mac os', {'weight': 0.6})
('jython', 'bookmarklet', {'weight': 0.6})
('jython', 'microsoft windows', {'weight': 0.6})
('jython', 'java applet', {'weight': 0.6})
('jython', 'abstract window toolkit', {'weight': 0.6})
('jython', 'software using the psf license', {'weight': 0.5})
('jython', 'cortado (software)', {'weight': 0.6})
('jython', 'computer programming portal', {'weight': 0.7})
('jython', 'windows media player', {'weight': 0.6})
('jython', 'quicktime', {'weight': 0.6})
('jython', 'wsadmin', {'weight': 0.7})
('jython', 'command-line interface', {'weight': 0.6})
('jython', 'weblogic server', {'weight': 0.7})
